ID,Color ID,Colors
119,"[(35, 39, 18), (29, 35, 14), (34, 39, 9), (40, 42, 24), (26, 32, 7), (41, 43, 16), (46, 48, 26), (56, 58, 35), (67, 72, 47), (78, 92, 63)]",['Small/Transparent']
120,"[(35, 39, 19), (30, 35, 14), (34, 39, 10), (26, 33, 7), (42, 44, 24), (41, 43, 16), (51, 53, 30), (61, 64, 40), (72, 80, 51), (87, 100, 69)]",['Small/Transparent']
121,"[(33, 37, 18), (40, 42, 19), (27, 33, 9), (35, 39, 11), (41, 45, 29), (56, 87, 80), (59, 58, 33), (45, 72, 65), (79, 106, 87), (122, 130, 89)]",['Small/Transparent']
122,"[(31, 36, 16), (39, 41, 16), (26, 33, 8), (33, 38, 9), (44, 46, 24), (36, 40, 25), (60, 59, 34), (45, 71, 63), (65, 98, 82), (32, 73, 83)]",['Small/Transparent']
123,"[(33, 37, 10), (32, 37, 19), (39, 42, 16), (26, 33, 9), (42, 44, 24), (58, 57, 32), (47, 70, 61), (67, 91, 78), (29, 67, 80), (107, 129, 97)]",['Small/Transparent']
124,"[(30, 36, 14), (37, 40, 20), (27, 33, 7), (36, 40, 11), (43, 45, 25), (45, 66, 70), (57, 79, 77), (69, 94, 89), (59, 59, 34), (83, 110, 103)]",['Small/Transparent']
125,"[(64, 113, 116), (28, 34, 10), (32, 38, 19), (37, 41, 14), (42, 44, 24), (55, 102, 107), (36, 54, 47), (23, 84, 105), (61, 61, 37), (86, 138, 136)]",['Small/Transparent']
126,"[(34, 39, 16), (28, 34, 10), (66, 114, 116), (42, 44, 23), (60, 104, 106), (44, 95, 104), (37, 55, 46), (62, 61, 40), (18, 81, 104), (90, 145, 139)]",['cadetblue']
127,"[(35, 39, 19), (30, 35, 14), (34, 39, 10), (26, 33, 7), (40, 42, 16), (43, 45, 24), (71, 85, 65), (59, 59, 35), (99, 107, 80), (126, 145, 113)]",['Small/Transparent']
128,"[(31, 36, 15), (37, 40, 21), (39, 41, 14), (26, 32, 8), (33, 38, 8), (44, 45, 24), (75, 87, 65), (59, 59, 35), (92, 101, 75), (122, 138, 106)]",['Small/Transparent']
129,"[(36, 39, 20), (30, 36, 15), (35, 39, 11), (27, 33, 8), (41, 43, 18), (43, 45, 26), (59, 60, 36), (75, 96, 81), (42, 66, 68), (110, 129, 102)]",['Small/Transparent']
130,"[(31, 36, 14), (37, 40, 20), (27, 33, 8), (37, 41, 12), (43, 45, 23), (40, 89, 60), (60, 59, 34), (38, 57, 35), (21, 138, 92), (73, 117, 80)]",['Small/Transparent']
131,"[(31, 36, 15), (36, 40, 20), (27, 33, 8), (36, 40, 11), (43, 45, 22), (43, 91, 61), (41, 54, 33), (61, 60, 35), (73, 117, 80), (23, 137, 90)]",['Small/Transparent']
132,"[(32, 37, 16), (39, 42, 17), (27, 33, 9), (34, 39, 9), (37, 40, 24), (44, 46, 24), (39, 60, 56), (60, 59, 34), (39, 72, 73), (59, 89, 80)]",['Small/Transparent']
134,"[(32, 36, 16), (39, 41, 16), (26, 33, 8), (33, 38, 9), (37, 41, 24), (45, 46, 23), (39, 58, 54), (60, 59, 34), (38, 70, 74), (59, 89, 81)]",['Small/Transparent']
135,"[(32, 37, 16), (39, 42, 17), (27, 33, 9), (34, 39, 9), (36, 40, 24), (45, 46, 24), (42, 64, 58), (60, 59, 34), (29, 70, 81), (67, 97, 83)]",['Small/Transparent']
136,"[(36, 40, 20), (30, 36, 15), (36, 40, 11), (27, 33, 8), (43, 45, 22), (36, 46, 34), (46, 73, 64), (45, 84, 84), (58, 58, 33), (69, 101, 84)]",['Small/Transparent']
137,"[(37, 40, 20), (31, 36, 15), (27, 34, 8), (36, 40, 11), (43, 45, 22), (38, 46, 33), (50, 86, 83), (46, 72, 64), (59, 59, 34), (73, 101, 86)]",['Small/Transparent']
138,"[(38, 41, 19), (31, 36, 16), (27, 33, 8), (35, 40, 10), (44, 46, 25), (56, 100, 68), (57, 60, 35), (82, 116, 80), (27, 135, 88), (141, 142, 84)]",['Small/Transparent']
139,"[(39, 42, 19), (32, 37, 17), (27, 33, 9), (35, 39, 10), (44, 47, 26), (55, 98, 68), (58, 60, 35), (77, 116, 80), (26, 137, 91), (132, 144, 91)]",['Small/Transparent']
140,"[(38, 41, 19), (31, 36, 16), (27, 33, 8), (35, 39, 10), (43, 46, 24), (49, 94, 63), (54, 59, 35), (76, 116, 78), (25, 140, 92), (117, 137, 87)]",['Small/Transparent']
141,"[(41, 43, 21), (33, 37, 18), (28, 35, 9), (37, 40, 12), (46, 49, 28), (53, 57, 36), (61, 66, 44), (71, 78, 53), (88, 92, 64), (111, 114, 81)]",['Small/Transparent']
142,"[(41, 44, 22), (33, 38, 18), (28, 34, 9), (36, 40, 11), (95, 140, 133), (84, 130, 126), (49, 52, 32), (52, 68, 54), (120, 159, 137), (61, 100, 97)]",['lightslategray']
143,"[(36, 40, 17), (29, 35, 10), (43, 45, 24), (55, 58, 36), (71, 74, 49), (85, 90, 63), (105, 110, 78), (205, 209, 149), (130, 131, 95), (166, 179, 123)]",['darkkhaki']
144,"[(34, 39, 15), (40, 43, 20), (28, 34, 9), (46, 48, 27), (150, 165, 125), (164, 177, 137), (60, 61, 39), (82, 83, 58), (129, 150, 95), (193, 207, 161)]",['Small/Transparent']
145,"[(36, 40, 16), (42, 44, 23), (29, 35, 10), (51, 54, 33), (157, 171, 134), (141, 157, 118), (66, 70, 47), (85, 88, 64), (122, 138, 99), (178, 193, 148)]",['Small/Transparent']
146,"[(34, 38, 18), (42, 44, 22), (28, 34, 10), (37, 41, 12), (51, 53, 31), (161, 173, 135), (68, 70, 47), (135, 152, 113), (91, 91, 68), (181, 194, 148)]",['Small/Transparent']
147,"[(43, 45, 24), (34, 38, 18), (29, 35, 10), (39, 42, 15), (51, 55, 34), (129, 141, 109), (67, 72, 48), (112, 125, 95), (144, 161, 124), (88, 98, 70)]",['Small/Transparent']
148,"[(39, 42, 21), (31, 37, 13), (44, 62, 66), (36, 53, 59), (41, 47, 34), (58, 78, 74), (71, 99, 91), (25, 67, 104), (100, 138, 120), (157, 195, 158)]",['Small/Transparent']
149,"[(35, 39, 19), (30, 36, 15), (35, 39, 10), (41, 43, 16), (40, 43, 24), (27, 33, 8), (47, 48, 26), (61, 60, 37), (79, 87, 64), (111, 119, 89)]",['Small/Transparent']
150,"[(35, 38, 19), (29, 35, 10), (44, 45, 23), (38, 41, 13), (63, 62, 36), (192, 57, 5), (62, 33, 11), (140, 11, 3), (153, 87, 31), (182, 120, 83)]","['firebrick', 'darkred', 'sienna', 'peru']"
151,"[(35, 39, 18), (35, 39, 10), (30, 35, 14), (40, 42, 24), (41, 43, 16), (27, 33, 7), (46, 47, 26), (59, 59, 35), (76, 85, 62), (109, 122, 92)]",['Small/Transparent']
152,"[(37, 40, 17), (29, 35, 10), (45, 46, 25), (57, 58, 35), (77, 74, 45), (193, 195, 145), (208, 211, 160), (175, 173, 126), (162, 150, 99), (147, 127, 64)]","['darkkhaki', 'darkkhaki', 'sienna']"
153,"[(35, 39, 19), (30, 36, 15), (35, 39, 10), (41, 43, 24), (27, 33, 8), (41, 43, 16), (48, 49, 26), (62, 62, 38), (83, 92, 68), (116, 127, 96)]",['Small/Transparent']
154,"[(35, 39, 18), (29, 35, 14), (39, 42, 23), (34, 39, 10), (41, 43, 16), (27, 33, 7), (46, 47, 25), (59, 59, 34), (73, 83, 61), (113, 122, 91)]",['Small/Transparent']
155,"[(36, 39, 19), (30, 36, 15), (35, 39, 10), (43, 44, 25), (27, 33, 8), (42, 44, 16), (54, 55, 30), (68, 74, 52), (87, 94, 70), (116, 125, 92)]",['Small/Transparent']
156,"[(35, 39, 18), (30, 35, 14), (34, 39, 10), (40, 42, 23), (41, 43, 16), (27, 33, 7), (47, 48, 26), (62, 61, 36), (90, 95, 69), (127, 130, 90)]",['Small/Transparent']
157,"[(35, 39, 18), (29, 35, 14), (39, 42, 23), (34, 39, 10), (41, 43, 16), (27, 33, 7), (46, 47, 25), (61, 60, 35), (89, 94, 67), (122, 126, 88)]",['Small/Transparent']
158,"[(32, 37, 16), (39, 41, 22), (26, 33, 9), (33, 38, 9), (40, 42, 14), (46, 47, 25), (75, 88, 67), (60, 60, 37), (97, 107, 80), (127, 143, 110)]",['Small/Transparent']
159,"[(36, 39, 13), (41, 43, 21), (28, 34, 9), (31, 37, 21), (36, 50, 52), (49, 50, 28), (49, 68, 64), (16, 59, 83), (72, 97, 88), (211, 211, 165)]",['Small/Transparent']
160,"[(31, 36, 15), (37, 40, 20), (27, 34, 8), (44, 45, 23), (37, 40, 11), (54, 55, 32), (65, 69, 45), (81, 88, 60), (221, 222, 172), (144, 129, 113)]",['Small/Transparent']
161,"[(35, 39, 15), (28, 34, 9), (41, 44, 23), (41, 56, 59), (47, 66, 68), (57, 56, 32), (61, 87, 82), (21, 70, 106), (219, 221, 171), (134, 125, 110)]",['Small/Transparent']
162,"[(34, 39, 15), (28, 34, 9), (42, 44, 20), (38, 44, 30), (43, 65, 57), (60, 91, 76), (57, 57, 33), (26, 68, 79), (121, 120, 93), (215, 215, 168)]",['Small/Transparent']
163,"[(36, 39, 14), (28, 34, 10), (42, 44, 22), (32, 39, 24), (39, 59, 60), (59, 79, 70), (58, 57, 33), (20, 61, 88), (89, 100, 85), (210, 210, 165)]",['Small/Transparent']
164,"[(34, 56, 70), (41, 63, 76), (30, 36, 11), (40, 42, 20), (32, 43, 39), (59, 82, 84), (59, 57, 32), (26, 79, 114), (214, 214, 167), (123, 112, 97)]",['Small/Transparent']
165,"[(31, 36, 15), (38, 40, 20), (28, 34, 8), (37, 40, 11), (45, 45, 23), (196, 58, 4), (63, 60, 35), (134, 17, 3), (128, 105, 82), (213, 213, 166)]","['firebrick', 'darkred']"
166,"[(31, 36, 15), (37, 40, 20), (27, 33, 8), (36, 40, 11), (44, 45, 23), (75, 87, 66), (60, 58, 35), (101, 107, 84), (134, 144, 114), (220, 222, 172)]",['Small/Transparent']
167,"[(31, 36, 14), (37, 40, 20), (27, 33, 8), (37, 40, 11), (44, 45, 23), (66, 79, 60), (57, 57, 35), (92, 102, 79), (127, 136, 111), (218, 219, 170)]",['Small/Transparent']
168,"[(34, 38, 18), (28, 34, 9), (42, 44, 22), (38, 41, 12), (39, 72, 78), (58, 58, 31), (64, 124, 104), (111, 108, 57), (168, 153, 82), (218, 219, 167)]",['darkkhaki']
169,"[(33, 37, 18), (40, 42, 18), (27, 33, 9), (34, 38, 10), (42, 45, 27), (56, 80, 75), (72, 94, 82), (59, 58, 35), (104, 125, 106), (214, 213, 167)]",['Small/Transparent']
170,"[(36, 39, 17), (28, 35, 10), (73, 117, 118), (43, 45, 24), (64, 109, 111), (47, 59, 47), (45, 100, 111), (19, 86, 108), (72, 141, 142), (211, 210, 165)]",['cadetblue']
171,"[(35, 39, 15), (28, 34, 9), (42, 44, 22), (209, 226, 177), (50, 53, 33), (66, 71, 51), (185, 208, 164), (147, 173, 142), (122, 130, 105), (49, 142, 163)]",['steelblue']
172,"[(33, 37, 18), (40, 42, 17), (27, 33, 9), (34, 39, 10), (42, 44, 25), (55, 56, 33), (67, 83, 63), (84, 105, 83), (230, 234, 179), (178, 170, 140)]",['rosybrown']
173,"[(41, 43, 21), (33, 37, 17), (28, 34, 9), (37, 40, 11), (49, 50, 29), (68, 67, 45), (199, 212, 166), (178, 194, 151), (147, 160, 122), (113, 111, 88)]",['Small/Transparent']
174,"[(33, 38, 18), (41, 43, 18), (27, 34, 9), (35, 39, 10), (41, 45, 27), (50, 87, 82), (48, 73, 64), (58, 57, 32), (82, 104, 89), (210, 209, 164)]",['Small/Transparent']
175,"[(28, 34, 9), (33, 37, 17), (41, 43, 21), (36, 40, 11), (46, 91, 61), (51, 55, 32), (70, 110, 75), (19, 137, 90), (132, 126, 105), (218, 218, 170)]",['Small/Transparent']
176,"[(39, 41, 19), (32, 36, 16), (27, 33, 8), (35, 39, 10), (43, 48, 26), (39, 88, 59), (62, 60, 36), (78, 114, 80), (22, 136, 90), (210, 207, 165)]",['Small/Transparent']
177,"[(39, 42, 18), (31, 37, 11), (148, 163, 124), (159, 172, 135), (46, 48, 27), (137, 152, 111), (61, 65, 42), (83, 84, 61), (119, 143, 78), (180, 193, 149)]",['olivedrab']
178,"[(34, 38, 18), (28, 35, 9), (43, 45, 22), (37, 41, 12), (114, 198, 2), (46, 63, 8), (64, 62, 38), (88, 135, 8), (152, 139, 120), (232, 230, 190)]","['lawngreen', 'darkgreen', 'olivedrab', 'wheat']"
179,"[(28, 34, 9), (34, 38, 18), (42, 44, 22), (37, 40, 12), (63, 60, 37), (26, 44, 47), (29, 113, 144), (32, 71, 109), (149, 138, 120), (231, 229, 190)]","['teal', 'wheat']"
180,"[(33, 37, 17), (28, 34, 9), (40, 42, 20), (36, 40, 11), (49, 49, 28), (66, 66, 44), (218, 227, 177), (195, 203, 155), (164, 166, 126), (132, 130, 98)]",['Small/Transparent']
182,"[(34, 38, 14), (40, 42, 19), (28, 34, 9), (45, 47, 26), (197, 209, 167), (57, 59, 37), (74, 75, 50), (180, 192, 150), (160, 164, 125), (120, 122, 90)]",['Small/Transparent']
183,"[(36, 39, 16), (29, 35, 10), (68, 114, 117), (43, 45, 24), (57, 104, 110), (51, 61, 48), (23, 85, 107), (62, 140, 147), (156, 145, 126), (234, 231, 193)]","['steelblue', 'wheat']"
184,"[(34, 38, 18), (28, 35, 10), (79, 91, 71), (43, 45, 23), (38, 41, 12), (73, 85, 65), (56, 56, 33), (133, 146, 110), (103, 112, 83), (231, 226, 190)]",['wheat']
185,"[(34, 38, 14), (40, 42, 20), (56, 67, 53), (48, 60, 48), (28, 34, 9), (48, 49, 27), (67, 80, 66), (94, 98, 73), (160, 149, 128), (235, 232, 193)]","['rosybrown', 'wheat']"
186,"[(34, 39, 15), (81, 123, 119), (40, 43, 22), (28, 34, 9), (77, 118, 112), (50, 50, 28), (42, 59, 47), (70, 71, 57), (107, 155, 144), (229, 224, 189)]","['cadetblue', 'wheat']"
187,"[(28, 35, 9), (34, 39, 19), (85, 126, 119), (43, 45, 24), (37, 41, 12), (78, 119, 114), (52, 61, 43), (113, 156, 135), (81, 87, 74), (230, 225, 190)]","['lightslategray', 'wheat']"
188,"[(37, 41, 18), (45, 47, 26), (29, 35, 10), (95, 102, 78), (84, 93, 70), (58, 61, 39), (106, 112, 84), (132, 137, 103), (165, 173, 127), (224, 231, 187)]",['Small/Transparent']
189,"[(36, 40, 13), (36, 39, 20), (28, 35, 10), (43, 45, 23), (56, 60, 36), (47, 105, 70), (82, 117, 80), (46, 140, 96), (158, 149, 125), (234, 231, 194)]","['rosybrown', 'wheat']"
190,"[(36, 40, 17), (42, 44, 23), (29, 35, 10), (47, 74, 70), (35, 47, 36), (58, 58, 36), (64, 98, 87), (28, 81, 94), (157, 146, 126), (234, 231, 193)]",['wheat']
191,"[(39, 42, 20), (32, 37, 17), (28, 34, 9), (36, 40, 11), (45, 47, 26), (57, 61, 40), (53, 80, 70), (74, 116, 98), (159, 153, 130), (236, 233, 195)]","['rosybrown', 'bisque']"
192,"[(40, 42, 19), (33, 38, 18), (28, 34, 10), (35, 39, 11), (43, 46, 27), (61, 60, 36), (51, 77, 70), (70, 95, 82), (159, 148, 127), (235, 232, 194)]","['rosybrown', 'bisque']"
193,"[(36, 40, 17), (29, 35, 10), (42, 44, 23), (35, 52, 52), (49, 72, 68), (60, 60, 36), (16, 64, 87), (72, 98, 91), (133, 143, 124), (231, 228, 191)]",['wheat']
194,"[(35, 39, 16), (29, 35, 10), (42, 44, 21), (37, 45, 33), (43, 63, 65), (44, 81, 85), (59, 58, 35), (71, 103, 95), (148, 157, 134), (234, 232, 195)]",['bisque']
195,"[(36, 40, 18), (29, 36, 11), (40, 55, 55), (44, 46, 25), (32, 44, 44), (49, 69, 65), (60, 94, 89), (20, 64, 92), (150, 143, 124), (233, 229, 193)]",['wheat']
196,"[(40, 43, 22), (33, 38, 17), (28, 35, 9), (37, 41, 12), (47, 49, 28), (67, 96, 66), (58, 74, 49), (84, 115, 82), (163, 152, 131), (236, 233, 195)]","['rosybrown', 'bisque']"
197,"[(37, 40, 20), (31, 36, 15), (28, 34, 8), (37, 41, 11), (44, 45, 23), (71, 85, 66), (59, 58, 36), (99, 109, 85), (132, 143, 116), (230, 226, 190)]",['wheat']
198,"[(39, 41, 20), (32, 37, 16), (28, 34, 9), (36, 40, 11), (45, 46, 24), (71, 86, 66), (61, 59, 37), (97, 106, 83), (135, 147, 118), (231, 226, 192)]",['wheat']
199,"[(36, 40, 16), (29, 35, 10), (44, 45, 23), (36, 49, 53), (29, 39, 30), (45, 64, 63), (62, 91, 87), (19, 61, 96), (150, 143, 124), (232, 229, 192)]",['wheat']
200,"[(37, 40, 20), (31, 37, 15), (38, 41, 12), (43, 45, 23), (28, 34, 8), (75, 120, 84), (55, 56, 33), (55, 91, 59), (149, 144, 120), (231, 227, 191)]",['wheat']
203,"[(31, 36, 15), (27, 34, 8), (39, 42, 20), (36, 40, 10), (47, 49, 27), (47, 60, 49), (73, 104, 103), (95, 121, 114), (44, 96, 114), (149, 152, 130)]",['Small/Transparent']
204,"[(35, 38, 18), (29, 35, 13), (33, 38, 9), (26, 33, 7), (40, 42, 14), (42, 43, 23), (54, 53, 28), (99, 117, 98), (80, 76, 58), (179, 157, 140)]",['rosybrown']
205,"[(32, 36, 15), (27, 34, 8), (39, 42, 19), (35, 39, 10), (46, 48, 27), (73, 103, 104), (49, 60, 47), (53, 97, 109), (88, 116, 114), (158, 153, 134)]",['rosybrown']
206,"[(35, 38, 17), (29, 35, 13), (33, 38, 9), (26, 33, 6), (41, 43, 23), (40, 43, 14), (53, 52, 27), (97, 119, 102), (74, 80, 63), (182, 160, 142)]",['rosybrown']
207,"[(35, 39, 18), (30, 35, 14), (34, 38, 9), (26, 33, 7), (40, 43, 14), (42, 44, 23), (53, 54, 32), (71, 106, 107), (70, 76, 65), (173, 155, 138)]",['rosybrown']
208,"[(30, 35, 13), (35, 39, 18), (34, 39, 9), (26, 33, 7), (41, 43, 15), (43, 45, 24), (55, 57, 36), (86, 108, 103), (50, 93, 103), (178, 161, 143)]",['rosybrown']
209,"[(31, 36, 15), (37, 40, 19), (27, 34, 7), (36, 40, 10), (44, 46, 23), (47, 55, 39), (79, 108, 104), (56, 87, 90), (56, 76, 70), (179, 160, 141)]",['rosybrown']
210,"[(31, 36, 14), (36, 40, 19), (27, 34, 7), (36, 40, 10), (43, 44, 21), (48, 52, 32), (94, 126, 109), (61, 91, 84), (54, 73, 59), (137, 155, 129)]",['Small/Transparent']
211,"[(28, 34, 9), (36, 40, 12), (33, 38, 19), (43, 44, 22), (66, 100, 103), (40, 54, 45), (87, 116, 112), (99, 131, 128), (38, 98, 117), (187, 165, 148)]",['rosybrown']
212,"[(34, 38, 14), (28, 34, 9), (40, 42, 20), (69, 101, 104), (47, 50, 29), (45, 59, 48), (87, 114, 110), (49, 108, 126), (44, 88, 103), (185, 163, 146)]",['rosybrown']
213,"[(33, 38, 13), (39, 41, 19), (27, 34, 8), (45, 47, 26), (47, 59, 46), (85, 114, 111), (99, 125, 116), (56, 103, 117), (72, 101, 101), (184, 166, 147)]",['rosybrown']
214,"[(34, 38, 14), (40, 42, 20), (28, 34, 9), (46, 49, 29), (78, 111, 113), (68, 103, 108), (46, 59, 49), (95, 123, 116), (41, 107, 128), (171, 163, 143)]","['teal', 'rosybrown']"
215,"[(31, 36, 15), (37, 40, 19), (27, 34, 8), (36, 40, 10), (44, 46, 22), (52, 53, 30), (66, 67, 44), (191, 199, 154), (124, 121, 90), (158, 161, 121)]",['Small/Transparent']
216,"[(40, 43, 20), (33, 37, 16), (28, 34, 8), (36, 40, 11), (48, 50, 26), (107, 126, 97), (62, 65, 42), (135, 153, 116), (84, 107, 71), (200, 179, 159)]",['Small/Transparent']
217,"[(31, 36, 15), (37, 40, 20), (37, 41, 11), (28, 34, 8), (44, 45, 22), (195, 69, 4), (60, 51, 26), (140, 10, 3), (113, 90, 64), (192, 175, 154)]","['chocolate', 'darkred']"
218,"[(33, 38, 17), (28, 34, 9), (41, 43, 21), (36, 40, 11), (50, 50, 28), (75, 70, 44), (212, 212, 166), (174, 154, 98), (189, 185, 137), (117, 107, 79)]",['darkkhaki']
219,"[(31, 36, 14), (37, 40, 19), (43, 45, 22), (37, 41, 11), (27, 34, 8), (51, 52, 30), (156, 166, 131), (142, 153, 119), (69, 68, 48), (99, 101, 75)]",['Small/Transparent']
220,"[(33, 38, 17), (41, 43, 23), (40, 43, 15), (34, 38, 10), (27, 34, 9), (50, 51, 27), (65, 67, 43), (86, 94, 64), (111, 119, 89), (196, 179, 158)]",['Small/Transparent']
221,"[(41, 43, 20), (33, 37, 17), (28, 34, 9), (36, 40, 11), (47, 49, 27), (109, 124, 97), (60, 63, 42), (131, 144, 113), (87, 105, 71), (205, 187, 164)]",['Small/Transparent']
222,"[(29, 35, 9), (34, 38, 18), (43, 44, 22), (37, 41, 12), (251, 252, 194), (55, 55, 30), (111, 102, 74), (210, 229, 158), (171, 190, 112), (135, 198, 29)]","['lemonchiffon', 'darkkhaki', 'yellowgreen']"
223,"[(28, 35, 9), (34, 38, 18), (42, 44, 22), (37, 41, 12), (251, 253, 194), (55, 54, 30), (111, 103, 74), (210, 230, 157), (175, 194, 112), (144, 200, 35)]","['lemonchiffon', 'darkkhaki', 'yellowgreen']"
224,"[(35, 39, 15), (28, 35, 9), (41, 44, 22), (36, 50, 32), (38, 128, 126), (46, 90, 73), (55, 55, 30), (16, 108, 98), (66, 109, 93), (168, 170, 148)]","['teal', 'teal']"
225,"[(34, 38, 16), (29, 35, 9), (40, 43, 17), (44, 46, 26), (71, 105, 107), (42, 56, 46), (83, 114, 115), (100, 133, 131), (64, 68, 52), (200, 183, 162)]",['Small/Transparent']
226,"[(35, 39, 19), (29, 35, 10), (43, 45, 24), (38, 42, 13), (49, 56, 38), (97, 124, 109), (56, 97, 97), (131, 157, 128), (76, 93, 76), (184, 190, 157)]",['Small/Transparent']
227,"[(41, 43, 21), (33, 38, 17), (28, 35, 9), (37, 41, 12), (47, 50, 29), (75, 108, 111), (50, 62, 49), (56, 98, 108), (117, 142, 124), (203, 186, 163)]",['Small/Transparent']
228,"[(41, 44, 21), (34, 38, 18), (28, 35, 9), (37, 41, 11), (45, 48, 29), (54, 59, 43), (77, 109, 107), (96, 124, 116), (71, 92, 82), (199, 181, 160)]",['Small/Transparent']
229,"[(33, 38, 17), (39, 42, 22), (41, 44, 16), (27, 34, 9), (34, 39, 10), (46, 47, 26), (57, 58, 35), (92, 137, 128), (86, 87, 72), (201, 183, 159)]",['Small/Transparent']
230,"[(41, 43, 21), (33, 38, 17), (28, 35, 9), (37, 41, 12), (45, 48, 29), (52, 60, 43), (96, 133, 117), (82, 117, 104), (68, 92, 78), (201, 182, 161)]",['Small/Transparent']
231,"[(41, 43, 20), (33, 38, 17), (28, 35, 9), (37, 41, 11), (47, 48, 26), (63, 60, 34), (127, 114, 74), (236, 172, 2), (177, 135, 20), (198, 182, 159)]","['orange', 'darkgoldenrod']"
232,"[(42, 44, 21), (34, 38, 18), (28, 35, 9), (37, 41, 12), (47, 49, 27), (58, 59, 38), (72, 74, 51), (170, 178, 138), (149, 163, 123), (111, 114, 84)]",['Small/Transparent']
233,"[(44, 45, 23), (29, 35, 10), (35, 39, 18), (39, 42, 12), (55, 54, 31), (185, 19, 3), (64, 33, 11), (126, 13, 4), (103, 95, 76), (197, 180, 157)]","['firebrick', 'maroon']"
234,"[(34, 38, 18), (40, 43, 17), (42, 44, 24), (28, 34, 10), (35, 39, 10), (50, 52, 30), (19, 22, 4), (59, 67, 49), (111, 109, 88), (200, 183, 161)]",['Small/Transparent']
235,"[(38, 41, 17), (30, 36, 11), (45, 47, 25), (215, 230, 183), (199, 220, 177), (66, 64, 40), (166, 177, 145), (46, 70, 143), (114, 153, 155), (117, 113, 84)]","['darkslateblue', 'lightslategray']"
236,"[(39, 42, 18), (30, 36, 11), (47, 49, 26), (209, 224, 178), (195, 214, 169), (69, 68, 44), (166, 167, 126), (145, 177, 162), (121, 130, 105), (45, 86, 145)]","['darkkhaki', 'darkslateblue']"
237,"[(34, 39, 18), (35, 39, 11), (41, 44, 17), (28, 34, 10), (43, 45, 25), (52, 52, 30), (83, 78, 60), (69, 66, 49), (95, 93, 72), (196, 179, 158)]",['Small/Transparent']
238,"[(41, 43, 21), (33, 38, 18), (28, 35, 9), (37, 41, 12), (47, 48, 27), (59, 56, 41), (70, 67, 55), (81, 84, 67), (98, 104, 85), (194, 181, 158)]",['Small/Transparent']
239,"[(40, 42, 21), (33, 37, 17), (28, 35, 9), (37, 41, 12), (46, 47, 26), (57, 55, 38), (62, 59, 46), (74, 70, 58), (93, 92, 72), (195, 179, 157)]",['Small/Transparent']
240,"[(35, 39, 15), (41, 44, 20), (28, 35, 9), (65, 85, 84), (45, 48, 29), (59, 60, 37), (90, 104, 89), (25, 74, 101), (121, 132, 107), (201, 187, 163)]",['Small/Transparent']
241,"[(41, 43, 21), (34, 38, 18), (28, 35, 9), (37, 41, 12), (46, 48, 27), (58, 59, 37), (102, 121, 90), (124, 140, 107), (76, 106, 64), (207, 190, 165)]",['Small/Transparent']
242,"[(34, 39, 15), (40, 43, 20), (28, 35, 9), (46, 48, 26), (208, 220, 176), (57, 58, 36), (195, 205, 161), (79, 79, 53), (175, 184, 140), (124, 123, 92)]",['Small/Transparent']
243,"[(41, 44, 21), (34, 38, 18), (29, 35, 10), (37, 41, 12), (46, 48, 27), (58, 59, 36), (76, 75, 50), (175, 189, 145), (156, 168, 125), (120, 124, 89)]",['Small/Transparent']
244,"[(39, 42, 20), (31, 37, 12), (168, 209, 164), (156, 197, 156), (47, 50, 28), (61, 72, 44), (38, 69, 133), (126, 169, 147), (72, 165, 100), (85, 125, 136)]","['darkslateblue', 'mediumseagreen']"
245,"[(34, 39, 15), (41, 43, 20), (28, 35, 9), (47, 49, 27), (176, 214, 166), (61, 66, 41), (125, 171, 149), (43, 84, 141), (52, 162, 98), (100, 117, 92)]","['darkslateblue', 'mediumseagreen']"
246,"[(34, 39, 14), (40, 43, 19), (28, 35, 9), (46, 48, 26), (174, 212, 165), (58, 63, 38), (124, 168, 149), (42, 83, 140), (56, 158, 98), (92, 101, 75)]",['darkslateblue']
247,"[(42, 44, 21), (34, 38, 18), (28, 35, 10), (37, 41, 12), (48, 50, 28), (173, 210, 164), (62, 69, 42), (70, 166, 95), (129, 169, 123), (93, 106, 75)]",['mediumseagreen']
248,"[(36, 39, 14), (44, 45, 21), (27, 31, 7), (86, 66, 10), (66, 52, 8), (101, 84, 19), (57, 57, 32), (121, 106, 28), (143, 130, 51), (200, 184, 160)]","['saddlebrown', 'olive', 'olivedrab']"
249,"[(35, 39, 15), (41, 44, 21), (29, 35, 10), (47, 51, 29), (114, 208, 143), (109, 194, 136), (40, 79, 45), (136, 216, 154), (67, 68, 45), (101, 122, 89)]","['mediumaquamarine', 'lightgreen']"
250,"[(34, 39, 14), (40, 43, 19), (28, 35, 9), (45, 48, 26), (37, 92, 62), (47, 103, 71), (50, 61, 37), (19, 146, 94), (71, 124, 87), (199, 184, 162)]",['Small/Transparent']
251,"[(34, 39, 15), (41, 44, 20), (28, 35, 9), (119, 205, 145), (46, 50, 28), (111, 191, 138), (54, 73, 45), (55, 204, 136), (80, 125, 88), (204, 187, 165)]",['mediumseagreen']
252,"[(35, 39, 15), (42, 44, 21), (29, 35, 9), (172, 211, 165), (49, 51, 29), (64, 73, 45), (71, 165, 95), (142, 182, 150), (40, 70, 136), (104, 141, 129)]","['mediumseagreen', 'darkslateblue']"
